"registration_id";"fuel_id";"vehicle_model_id";"base_ym";"region_name";"registered_count"
69;7;3;"202001";"서울";728277
70;7;3;"202001";"부산";349304
71;7;3;"202001";"대구";290857
72;7;3;"202001";"인천";455590
73;7;3;"202001";"광주";167175
74;7;3;"202001";"대전";158152
75;7;3;"202001";"울산";148279
76;7;3;"202001";"세종";43646
77;7;3;"202001";"경기";1459464
78;7;3;"202001";"강원";191453
79;7;3;"202001";"충북";201291
80;7;3;"202001";"충남";268895
81;7;3;"202001";"전북";226443
82;7;3;"202001";"전남";257613
83;7;3;"202001";"경북";315078
84;7;3;"202001";"경남";405283
85;7;3;"202001";"제주";159050
86;7;6;"202001";"서울";88277
87;7;6;"202001";"부산";35645
88;7;6;"202001";"대구";25571
89;7;6;"202001";"인천";43955
90;7;6;"202001";"광주";16804
91;7;6;"202001";"대전";17235
92;7;6;"202001";"울산";12703
93;7;6;"202001";"세종";3777
94;7;6;"202001";"경기";178887
95;7;6;"202001";"강원";26170
96;7;6;"202001";"충북";27051
97;7;6;"202001";"충남";38440
98;7;6;"202001";"전북";29636
99;7;6;"202001";"전남";35698
100;7;6;"202001";"경북";43119
101;7;6;"202001";"경남";47897
102;7;6;"202001";"제주";17661
103;7;5;"202001";"서울";298071
104;7;5;"202001";"부산";167767
105;7;5;"202001";"대구";151611
106;7;5;"202001";"인천";172230
107;7;5;"202001";"광주";86816
108;7;5;"202001";"대전";81597
109;7;5;"202001";"울산";64996
110;7;5;"202001";"세종";15424
111;7;5;"202001";"경기";747888
112;7;5;"202001";"강원";149301
113;7;5;"202001";"충북";149930
114;7;5;"202001";"충남";211908
115;7;5;"202001";"전북";179075
116;7;5;"202001";"전남";229835
117;7;5;"202001";"경북";303026
118;7;5;"202001";"경남";277880
119;7;5;"202001";"제주";75610
120;7;11;"202001";"서울";8056
121;7;11;"202001";"부산";10500
122;7;11;"202001";"대구";2973
123;7;11;"202001";"인천";7024
124;7;11;"202001";"광주";2699
125;7;11;"202001";"대전";2465
126;7;11;"202001";"울산";2727
127;7;11;"202001";"세종";367
128;7;11;"202001";"경기";17770
129;7;11;"202001";"강원";3124
130;7;11;"202001";"충북";4024
131;7;11;"202001";"충남";4730
132;7;11;"202001";"전북";3748
133;7;11;"202001";"전남";6891
134;7;11;"202001";"경북";7842
135;7;11;"202001";"경남";7817
136;7;11;"202001";"제주";1322
137;11;3;"202001";"서울";230620
138;11;3;"202001";"부산";109421
139;11;3;"202001";"대구";106045
140;11;3;"202001";"인천";122510
141;11;3;"202001";"광주";82026
142;11;3;"202001";"대전";64813
143;11;3;"202001";"울산";34975
144;11;3;"202001";"세종";11546
145;11;3;"202001";"경기";361934
146;11;3;"202001";"강원";54756
147;11;3;"202001";"충북";64546
148;11;3;"202001";"충남";80043
149;11;3;"202001";"전북";87989
150;11;3;"202001";"전남";98260
151;11;3;"202001";"경북";117935
152;11;3;"202001";"경남";125649
153;11;3;"202001";"제주";60346
154;11;6;"202001";"서울";14735
155;11;6;"202001";"부산";4583
156;11;6;"202001";"대구";3246
157;11;6;"202001";"인천";4233
158;11;6;"202001";"광주";1935
159;11;6;"202001";"대전";1882
160;11;6;"202001";"울산";1196
161;11;6;"202001";"세종";287
162;11;6;"202001";"경기";17214
163;11;6;"202001";"강원";1915
164;11;6;"202001";"충북";1871
165;11;6;"202001";"충남";2298
166;11;6;"202001";"전북";2206
167;11;6;"202001";"전남";2815
168;11;6;"202001";"경북";3749
169;11;6;"202001";"경남";4843
170;11;6;"202001";"제주";1773
171;11;5;"202001";"서울";25814
172;11;5;"202001";"부산";5373
173;11;5;"202001";"대구";5169
174;11;5;"202001";"인천";8857
175;11;5;"202001";"광주";2991
176;11;5;"202001";"대전";2491
177;11;5;"202001";"울산";1939
178;11;5;"202001";"세종";388
179;11;5;"202001";"경기";32610
180;11;5;"202001";"강원";3867
181;11;5;"202001";"충북";3007
182;11;5;"202001";"충남";4061
183;11;5;"202001";"전북";3558
184;11;5;"202001";"전남";4403
185;11;5;"202001";"경북";6144
186;11;5;"202001";"경남";7446
187;11;5;"202001";"제주";3415
188;11;11;"202001";"서울";81
189;11;11;"202001";"부산";8
190;11;11;"202001";"대구";12
191;11;11;"202001";"인천";13
192;11;11;"202001";"광주";6
193;11;11;"202001";"대전";3
194;11;11;"202001";"울산";2
195;11;11;"202001";"세종";0
196;11;11;"202001";"경기";54
197;11;11;"202001";"강원";6
198;11;11;"202001";"충북";5
199;11;11;"202001";"충남";20
200;11;11;"202001";"전북";9
201;11;11;"202001";"전남";8
202;11;11;"202001";"경북";18
203;11;11;"202001";"경남";14
204;11;11;"202001";"제주";2
205;8;3;"202001";"서울";0
206;8;3;"202001";"부산";0
207;8;3;"202001";"대구";0
208;8;3;"202001";"인천";0
209;8;3;"202001";"광주";0
210;8;3;"202001";"대전";0
211;8;3;"202001";"울산";0
212;8;3;"202001";"세종";0
213;8;3;"202001";"경기";0
214;8;3;"202001";"강원";0
215;8;3;"202001";"충북";0
216;8;3;"202001";"충남";0
217;8;3;"202001";"전북";0
218;8;3;"202001";"전남";0
219;8;3;"202001";"경북";0
220;8;3;"202001";"경남";0
221;8;3;"202001";"제주";0
222;8;6;"202001";"서울";0
223;8;6;"202001";"부산";0
224;8;6;"202001";"대구";0
225;8;6;"202001";"인천";0
226;8;6;"202001";"광주";0
227;8;6;"202001";"대전";0
228;8;6;"202001";"울산";0
229;8;6;"202001";"세종";0
230;8;6;"202001";"경기";0
231;8;6;"202001";"강원";0
232;8;6;"202001";"충북";0
233;8;6;"202001";"충남";0
234;8;6;"202001";"전북";0
235;8;6;"202001";"전남";0
236;8;6;"202001";"경북";0
237;8;6;"202001";"경남";0
238;8;6;"202001";"제주";0
239;8;5;"202001";"서울";0
240;8;5;"202001";"부산";0
241;8;5;"202001";"대구";0
242;8;5;"202001";"인천";0
243;8;5;"202001";"광주";0
244;8;5;"202001";"대전";0
245;8;5;"202001";"울산";0
246;8;5;"202001";"세종";0
247;8;5;"202001";"경기";0
248;8;5;"202001";"강원";0
249;8;5;"202001";"충북";0
250;8;5;"202001";"충남";0
251;8;5;"202001";"전북";0
252;8;5;"202001";"전남";0
253;8;5;"202001";"경북";0
254;8;5;"202001";"경남";1
255;8;5;"202001";"제주";0
256;8;11;"202001";"서울";0
257;8;11;"202001";"부산";0
258;8;11;"202001";"대구";0
259;8;11;"202001";"인천";0
260;8;11;"202001";"광주";0
261;8;11;"202001";"대전";0
262;8;11;"202001";"울산";0
263;8;11;"202001";"세종";0
264;8;11;"202001";"경기";0
265;8;11;"202001";"강원";0
266;8;11;"202001";"충북";0
267;8;11;"202001";"충남";0
268;8;11;"202001";"전북";0
269;8;11;"202001";"전남";0
270;8;11;"202001";"경북";0
271;8;11;"202001";"경남";0
272;8;11;"202001";"제주";0
273;1;3;"202001";"서울";14410
274;1;3;"202001";"부산";3096
275;1;3;"202001";"대구";10799
276;1;3;"202001";"인천";2591
277;1;3;"202001";"광주";2438
278;1;3;"202001";"대전";2578
279;1;3;"202001";"울산";1441
280;1;3;"202001";"세종";903
281;1;3;"202001";"경기";11502
282;1;3;"202001";"강원";2426
283;1;3;"202001";"충북";2394
284;1;3;"202001";"충남";2825
285;1;3;"202001";"전북";1851
286;1;3;"202001";"전남";3316
287;1;3;"202001";"경북";4059
288;1;3;"202001";"경남";3555
289;1;3;"202001";"제주";18065
290;1;6;"202001";"서울";134
291;1;6;"202001";"부산";125
292;1;6;"202001";"대구";10
293;1;6;"202001";"인천";26
294;1;6;"202001";"광주";11
295;1;6;"202001";"대전";8
296;1;6;"202001";"울산";0
297;1;6;"202001";"세종";4
298;1;6;"202001";"경기";275
299;1;6;"202001";"강원";20
300;1;6;"202001";"충북";23
301;1;6;"202001";"충남";19
302;1;6;"202001";"전북";6
303;1;6;"202001";"전남";8
304;1;6;"202001";"경북";6
305;1;6;"202001";"경남";73
306;1;6;"202001";"제주";118
307;1;5;"202001";"서울";808
308;1;5;"202001";"부산";1
309;1;5;"202001";"대구";465
310;1;5;"202001";"인천";43
311;1;5;"202001";"광주";30
312;1;5;"202001";"대전";32
313;1;5;"202001";"울산";0
314;1;5;"202001";"세종";0
315;1;5;"202001";"경기";20
316;1;5;"202001";"강원";2
317;1;5;"202001";"충북";10
318;1;5;"202001";"충남";2
319;1;5;"202001";"전북";15
320;1;5;"202001";"전남";1
321;1;5;"202001";"경북";6
322;1;5;"202001";"경남";3
323;1;5;"202001";"제주";123
324;1;11;"202001";"서울";1
325;1;11;"202001";"부산";1
326;1;11;"202001";"대구";0
327;1;11;"202001";"인천";0
328;1;11;"202001";"광주";0
329;1;11;"202001";"대전";0
330;1;11;"202001";"울산";0
331;1;11;"202001";"세종";4
332;1;11;"202001";"경기";12
333;1;11;"202001";"강원";0
334;1;11;"202001";"충북";0
335;1;11;"202001";"충남";2
336;1;11;"202001";"전북";0
337;1;11;"202001";"전남";1
338;1;11;"202001";"경북";0
339;1;11;"202001";"경남";3
340;1;11;"202001";"제주";1
341;19;3;"202001";"서울";0
342;19;3;"202001";"부산";0
343;19;3;"202001";"대구";0
344;19;3;"202001";"인천";0
345;19;3;"202001";"광주";0
346;19;3;"202001";"대전";0
347;19;3;"202001";"울산";0
348;19;3;"202001";"세종";0
349;19;3;"202001";"경기";0
350;19;3;"202001";"강원";0
351;19;3;"202001";"충북";0
352;19;3;"202001";"충남";0
353;19;3;"202001";"전북";0
354;19;3;"202001";"전남";0
355;19;3;"202001";"경북";0
356;19;3;"202001";"경남";0
357;19;3;"202001";"제주";0
358;19;6;"202001";"서울";0
359;19;6;"202001";"부산";0
360;19;6;"202001";"대구";0
361;19;6;"202001";"인천";0
362;19;6;"202001";"광주";0
363;19;6;"202001";"대전";0
364;19;6;"202001";"울산";0
365;19;6;"202001";"세종";0
366;19;6;"202001";"경기";0
367;19;6;"202001";"강원";0
368;19;6;"202001";"충북";0
369;19;6;"202001";"충남";0
370;19;6;"202001";"전북";0
371;19;6;"202001";"전남";0
372;19;6;"202001";"경북";0
373;19;6;"202001";"경남";0
374;19;6;"202001";"제주";0
375;19;5;"202001";"서울";0
376;19;5;"202001";"부산";0
377;19;5;"202001";"대구";0
378;19;5;"202001";"인천";0
379;19;5;"202001";"광주";0
380;19;5;"202001";"대전";0
381;19;5;"202001";"울산";0
382;19;5;"202001";"세종";0
383;19;5;"202001";"경기";0
384;19;5;"202001";"강원";0
385;19;5;"202001";"충북";0
386;19;5;"202001";"충남";0
387;19;5;"202001";"전북";0
388;19;5;"202001";"전남";0
389;19;5;"202001";"경북";0
390;19;5;"202001";"경남";0
391;19;5;"202001";"제주";0
392;19;11;"202001";"서울";0
393;19;11;"202001";"부산";1
394;19;11;"202001";"대구";0
395;19;11;"202001";"인천";0
396;19;11;"202001";"광주";0
397;19;11;"202001";"대전";0
398;19;11;"202001";"울산";0
399;19;11;"202001";"세종";0
400;19;11;"202001";"경기";0
401;19;11;"202001";"강원";0
402;19;11;"202001";"충북";0
403;19;11;"202001";"충남";0
404;19;11;"202001";"전북";0
405;19;11;"202001";"전남";0
406;19;11;"202001";"경북";0
407;19;11;"202001";"경남";0
408;19;11;"202001";"제주";0
409;18;3;"202001";"서울";0
410;18;3;"202001";"부산";0
411;18;3;"202001";"대구";0
412;18;3;"202001";"인천";0
413;18;3;"202001";"광주";0
414;18;3;"202001";"대전";0
415;18;3;"202001";"울산";0
416;18;3;"202001";"세종";0
417;18;3;"202001";"경기";0
418;18;3;"202001";"강원";0
419;18;3;"202001";"충북";0
420;18;3;"202001";"충남";0
421;18;3;"202001";"전북";0
422;18;3;"202001";"전남";0
423;18;3;"202001";"경북";0
424;18;3;"202001";"경남";0
425;18;3;"202001";"제주";0
426;18;6;"202001";"서울";0
427;18;6;"202001";"부산";0
428;18;6;"202001";"대구";0
429;18;6;"202001";"인천";0
430;18;6;"202001";"광주";0
431;18;6;"202001";"대전";0
432;18;6;"202001";"울산";0
433;18;6;"202001";"세종";0
434;18;6;"202001";"경기";0
435;18;6;"202001";"강원";0
436;18;6;"202001";"충북";0
437;18;6;"202001";"충남";0
438;18;6;"202001";"전북";0
439;18;6;"202001";"전남";0
440;18;6;"202001";"경북";0
441;18;6;"202001";"경남";0
442;18;6;"202001";"제주";0
443;18;5;"202001";"서울";0
444;18;5;"202001";"부산";0
445;18;5;"202001";"대구";0
446;18;5;"202001";"인천";0
447;18;5;"202001";"광주";0
448;18;5;"202001";"대전";0
449;18;5;"202001";"울산";0
450;18;5;"202001";"세종";0
451;18;5;"202001";"경기";0
452;18;5;"202001";"강원";0
453;18;5;"202001";"충북";0
454;18;5;"202001";"충남";0
455;18;5;"202001";"전북";0
456;18;5;"202001";"전남";0
457;18;5;"202001";"경북";0
458;18;5;"202001";"경남";0
459;18;5;"202001";"제주";0
460;18;11;"202001";"서울";0
461;18;11;"202001";"부산";0
462;18;11;"202001";"대구";0
463;18;11;"202001";"인천";0
464;18;11;"202001";"광주";0
465;18;11;"202001";"대전";0
466;18;11;"202001";"울산";0
467;18;11;"202001";"세종";0
468;18;11;"202001";"경기";0
469;18;11;"202001";"강원";0
470;18;11;"202001";"충북";0
471;18;11;"202001";"충남";0
472;18;11;"202001";"전북";0
473;18;11;"202001";"전남";0
474;18;11;"202001";"경북";0
475;18;11;"202001";"경남";0
476;18;11;"202001";"제주";0
477;10;3;"202001";"서울";507
478;10;3;"202001";"부산";360
479;10;3;"202001";"대구";765
480;10;3;"202001";"인천";288
481;10;3;"202001";"광주";305
482;10;3;"202001";"대전";376
483;10;3;"202001";"울산";104
484;10;3;"202001";"세종";65
485;10;3;"202001";"경기";1432
486;10;3;"202001";"강원";362
487;10;3;"202001";"충북";227
488;10;3;"202001";"충남";167
489;10;3;"202001";"전북";334
490;10;3;"202001";"전남";229
491;10;3;"202001";"경북";315
492;10;3;"202001";"경남";411
493;10;3;"202001";"제주";10
494;10;6;"202001";"서울";8520
495;10;6;"202001";"부산";2559
496;10;6;"202001";"대구";1717
497;10;6;"202001";"인천";2444
498;10;6;"202001";"광주";1087
499;10;6;"202001";"대전";1243
500;10;6;"202001";"울산";707
501;10;6;"202001";"세종";94
502;10;6;"202001";"경기";7637
503;10;6;"202001";"강원";366
504;10;6;"202001";"충북";462
505;10;6;"202001";"충남";411
506;10;6;"202001";"전북";657
507;10;6;"202001";"전남";732
508;10;6;"202001";"경북";775
509;10;6;"202001";"경남";1152
510;10;6;"202001";"제주";0
511;10;5;"202001";"서울";400
512;10;5;"202001";"부산";40
513;10;5;"202001";"대구";135
514;10;5;"202001";"인천";32
515;10;5;"202001";"광주";16
516;10;5;"202001";"대전";53
517;10;5;"202001";"울산";10
518;10;5;"202001";"세종";1
519;10;5;"202001";"경기";84
520;10;5;"202001";"강원";36
521;10;5;"202001";"충북";43
522;10;5;"202001";"충남";17
523;10;5;"202001";"전북";63
524;10;5;"202001";"전남";88
525;10;5;"202001";"경북";63
526;10;5;"202001";"경남";132
527;10;5;"202001";"제주";0
528;10;11;"202001";"서울";2
529;10;11;"202001";"부산";0
530;10;11;"202001";"대구";0
531;10;11;"202001";"인천";0
532;10;11;"202001";"광주";0
533;10;11;"202001";"대전";0
534;10;11;"202001";"울산";0
535;10;11;"202001";"세종";0
536;10;11;"202001";"경기";0
537;10;11;"202001";"강원";0
538;10;11;"202001";"충북";0
539;10;11;"202001";"충남";0
540;10;11;"202001";"전북";0
541;10;11;"202001";"전남";0
542;10;11;"202001";"경북";0
543;10;11;"202001";"경남";1
544;10;11;"202001";"제주";0
545;9;3;"202001";"서울";0
546;9;3;"202001";"부산";0
547;9;3;"202001";"대구";0
548;9;3;"202001";"인천";0
549;9;3;"202001";"광주";0
550;9;3;"202001";"대전";0
551;9;3;"202001";"울산";0
552;9;3;"202001";"세종";0
553;9;3;"202001";"경기";0
554;9;3;"202001";"강원";0
555;9;3;"202001";"충북";0
556;9;3;"202001";"충남";0
557;9;3;"202001";"전북";0
558;9;3;"202001";"전남";0
559;9;3;"202001";"경북";0
560;9;3;"202001";"경남";0
561;9;3;"202001";"제주";0
562;9;6;"202001";"서울";0
563;9;6;"202001";"부산";0
564;9;6;"202001";"대구";0
565;9;6;"202001";"인천";0
566;9;6;"202001";"광주";0
567;9;6;"202001";"대전";0
568;9;6;"202001";"울산";0
569;9;6;"202001";"세종";0
570;9;6;"202001";"경기";0
571;9;6;"202001";"강원";0
572;9;6;"202001";"충북";0
573;9;6;"202001";"충남";0
574;9;6;"202001";"전북";0
575;9;6;"202001";"전남";0
576;9;6;"202001";"경북";1
577;9;6;"202001";"경남";0
578;9;6;"202001";"제주";0
579;9;5;"202001";"서울";0
580;9;5;"202001";"부산";0
581;9;5;"202001";"대구";0
582;9;5;"202001";"인천";3
583;9;5;"202001";"광주";0
584;9;5;"202001";"대전";0
585;9;5;"202001";"울산";0
586;9;5;"202001";"세종";0
587;9;5;"202001";"경기";0
588;9;5;"202001";"강원";0
589;9;5;"202001";"충북";0
590;9;5;"202001";"충남";0
591;9;5;"202001";"전북";0
592;9;5;"202001";"전남";0
593;9;5;"202001";"경북";0
594;9;5;"202001";"경남";0
595;9;5;"202001";"제주";0
596;9;11;"202001";"서울";0
597;9;11;"202001";"부산";0
598;9;11;"202001";"대구";0
599;9;11;"202001";"인천";0
600;9;11;"202001";"광주";0
601;9;11;"202001";"대전";0
602;9;11;"202001";"울산";0
603;9;11;"202001";"세종";0
604;9;11;"202001";"경기";0
605;9;11;"202001";"강원";0
606;9;11;"202001";"충북";0
607;9;11;"202001";"충남";1
608;9;11;"202001";"전북";0
609;9;11;"202001";"전남";0
610;9;11;"202001";"경북";0
611;9;11;"202001";"경남";0
612;9;11;"202001";"제주";0
613;13;3;"202001";"서울";90618
614;13;3;"202001";"부산";27707
615;13;3;"202001";"대구";25354
616;13;3;"202001";"인천";39937
617;13;3;"202001";"광주";12779
618;13;3;"202001";"대전";12600
619;13;3;"202001";"울산";10010
620;13;3;"202001";"세종";5412
621;13;3;"202001";"경기";138782
622;13;3;"202001";"강원";13421
623;13;3;"202001";"충북";13531
624;13;3;"202001";"충남";17366
625;13;3;"202001";"전북";14173
626;13;3;"202001";"전남";14520
627;13;3;"202001";"경북";20663
628;13;3;"202001";"경남";26295
629;13;3;"202001";"제주";12336
630;13;6;"202001";"서울";0
631;13;6;"202001";"부산";0
632;13;6;"202001";"대구";0
633;13;6;"202001";"인천";0
634;13;6;"202001";"광주";0
635;13;6;"202001";"대전";0
636;13;6;"202001";"울산";0
637;13;6;"202001";"세종";0
638;13;6;"202001";"경기";0
639;13;6;"202001";"강원";0
640;13;6;"202001";"충북";0
641;13;6;"202001";"충남";0
642;13;6;"202001";"전북";0
643;13;6;"202001";"전남";0
644;13;6;"202001";"경북";0
645;13;6;"202001";"경남";0
646;13;6;"202001";"제주";0
647;13;5;"202001";"서울";0
648;13;5;"202001";"부산";0
649;13;5;"202001";"대구";0
650;13;5;"202001";"인천";0
651;13;5;"202001";"광주";0
652;13;5;"202001";"대전";0
653;13;5;"202001";"울산";0
654;13;5;"202001";"세종";0
655;13;5;"202001";"경기";0
656;13;5;"202001";"강원";0
657;13;5;"202001";"충북";0
658;13;5;"202001";"충남";0
659;13;5;"202001";"전북";0
660;13;5;"202001";"전남";0
661;13;5;"202001";"경북";0
662;13;5;"202001";"경남";0
663;13;5;"202001";"제주";0
664;13;11;"202001";"서울";0
665;13;11;"202001";"부산";0
666;13;11;"202001";"대구";0
667;13;11;"202001";"인천";0
668;13;11;"202001";"광주";0
669;13;11;"202001";"대전";0
670;13;11;"202001";"울산";0
671;13;11;"202001";"세종";0
672;13;11;"202001";"경기";0
673;13;11;"202001";"강원";0
674;13;11;"202001";"충북";0
675;13;11;"202001";"충남";0
676;13;11;"202001";"전북";0
677;13;11;"202001";"전남";0
678;13;11;"202001";"경북";0
679;13;11;"202001";"경남";0
680;13;11;"202001";"제주";0
681;14;3;"202001";"서울";99
682;14;3;"202001";"부산";153
683;14;3;"202001";"대구";107
684;14;3;"202001";"인천";99
685;14;3;"202001";"광주";8
686;14;3;"202001";"대전";12
687;14;3;"202001";"울산";5
688;14;3;"202001";"세종";1
689;14;3;"202001";"경기";105
690;14;3;"202001";"강원";8
691;14;3;"202001";"충북";9
692;14;3;"202001";"충남";7
693;14;3;"202001";"전북";17
694;14;3;"202001";"전남";14
695;14;3;"202001";"경북";4
696;14;3;"202001";"경남";22
697;14;3;"202001";"제주";13
698;14;6;"202001";"서울";1
699;14;6;"202001";"부산";1
700;14;6;"202001";"대구";1
701;14;6;"202001";"인천";4
702;14;6;"202001";"광주";1
703;14;6;"202001";"대전";0
704;14;6;"202001";"울산";0
705;14;6;"202001";"세종";0
706;14;6;"202001";"경기";1
707;14;6;"202001";"강원";0
708;14;6;"202001";"충북";0
709;14;6;"202001";"충남";0
710;14;6;"202001";"전북";0
711;14;6;"202001";"전남";0
712;14;6;"202001";"경북";0
713;14;6;"202001";"경남";0
714;14;6;"202001";"제주";0
715;14;5;"202001";"서울";0
716;14;5;"202001";"부산";0
717;14;5;"202001";"대구";0
718;14;5;"202001";"인천";0
719;14;5;"202001";"광주";0
720;14;5;"202001";"대전";0
721;14;5;"202001";"울산";0
722;14;5;"202001";"세종";0
723;14;5;"202001";"경기";0
724;14;5;"202001";"강원";0
725;14;5;"202001";"충북";0
726;14;5;"202001";"충남";0
727;14;5;"202001";"전북";0
728;14;5;"202001";"전남";0
729;14;5;"202001";"경북";0
730;14;5;"202001";"경남";0
731;14;5;"202001";"제주";0
732;14;11;"202001";"서울";0
733;14;11;"202001";"부산";0
734;14;11;"202001";"대구";0
735;14;11;"202001";"인천";0
736;14;11;"202001";"광주";0
737;14;11;"202001";"대전";0
738;14;11;"202001";"울산";0
739;14;11;"202001";"세종";0
740;14;11;"202001";"경기";0
741;14;11;"202001";"강원";0
742;14;11;"202001";"충북";0
743;14;11;"202001";"충남";0
744;14;11;"202001";"전북";0
745;14;11;"202001";"전남";0
746;14;11;"202001";"경북";0
747;14;11;"202001";"경남";0
748;14;11;"202001";"제주";0
749;15;3;"202001";"서울";1907
750;15;3;"202001";"부산";833
751;15;3;"202001";"대구";964
752;15;3;"202001";"인천";791
753;15;3;"202001";"광주";705
754;15;3;"202001";"대전";556
755;15;3;"202001";"울산";537
756;15;3;"202001";"세종";182
757;15;3;"202001";"경기";3989
758;15;3;"202001";"강원";716
759;15;3;"202001";"충북";729
760;15;3;"202001";"충남";791
761;15;3;"202001";"전북";817
762;15;3;"202001";"전남";911
763;15;3;"202001";"경북";1088
764;15;3;"202001";"경남";1105
765;15;3;"202001";"제주";325
766;15;6;"202001";"서울";0
767;15;6;"202001";"부산";0
768;15;6;"202001";"대구";0
769;15;6;"202001";"인천";0
770;15;6;"202001";"광주";0
771;15;6;"202001";"대전";0
772;15;6;"202001";"울산";0
773;15;6;"202001";"세종";0
774;15;6;"202001";"경기";0
775;15;6;"202001";"강원";0
776;15;6;"202001";"충북";0
777;15;6;"202001";"충남";0
778;15;6;"202001";"전북";0
779;15;6;"202001";"전남";0
780;15;6;"202001";"경북";0
781;15;6;"202001";"경남";0
782;15;6;"202001";"제주";0
783;15;5;"202001";"서울";0
784;15;5;"202001";"부산";0
785;15;5;"202001";"대구";0
786;15;5;"202001";"인천";0
787;15;5;"202001";"광주";0
788;15;5;"202001";"대전";0
789;15;5;"202001";"울산";0
790;15;5;"202001";"세종";0
791;15;5;"202001";"경기";0
792;15;5;"202001";"강원";0
793;15;5;"202001";"충북";0
794;15;5;"202001";"충남";0
795;15;5;"202001";"전북";0
796;15;5;"202001";"전남";0
797;15;5;"202001";"경북";0
798;15;5;"202001";"경남";0
799;15;5;"202001";"제주";0
800;15;11;"202001";"서울";0
801;15;11;"202001";"부산";0
802;15;11;"202001";"대구";0
803;15;11;"202001";"인천";0
804;15;11;"202001";"광주";0
805;15;11;"202001";"대전";0
806;15;11;"202001";"울산";0
807;15;11;"202001";"세종";0
808;15;11;"202001";"경기";0
809;15;11;"202001";"강원";0
810;15;11;"202001";"충북";0
811;15;11;"202001";"충남";0
812;15;11;"202001";"전북";0
813;15;11;"202001";"전남";0
814;15;11;"202001";"경북";0
815;15;11;"202001";"경남";0
816;15;11;"202001";"제주";0
817;17;3;"202001";"서울";0
818;17;3;"202001";"부산";0
819;17;3;"202001";"대구";0
820;17;3;"202001";"인천";0
821;17;3;"202001";"광주";0
822;17;3;"202001";"대전";0
823;17;3;"202001";"울산";0
824;17;3;"202001";"세종";0
825;17;3;"202001";"경기";0
826;17;3;"202001";"강원";0
827;17;3;"202001";"충북";0
828;17;3;"202001";"충남";0
829;17;3;"202001";"전북";0
830;17;3;"202001";"전남";0
831;17;3;"202001";"경북";0
832;17;3;"202001";"경남";0
833;17;3;"202001";"제주";0
834;17;6;"202001";"서울";51
835;17;6;"202001";"부산";2
836;17;6;"202001";"대구";13
837;17;6;"202001";"인천";39
838;17;6;"202001";"광주";26
839;17;6;"202001";"대전";0
840;17;6;"202001";"울산";46
841;17;6;"202001";"세종";27
842;17;6;"202001";"경기";79
843;17;6;"202001";"강원";0
844;17;6;"202001";"충북";3
845;17;6;"202001";"충남";0
846;17;6;"202001";"전북";9
847;17;6;"202001";"전남";0
848;17;6;"202001";"경북";31
849;17;6;"202001";"경남";1
850;17;6;"202001";"제주";0
851;17;5;"202001";"서울";0
852;17;5;"202001";"부산";0
853;17;5;"202001";"대구";0
854;17;5;"202001";"인천";0
855;17;5;"202001";"광주";0
856;17;5;"202001";"대전";0
857;17;5;"202001";"울산";0
858;17;5;"202001";"세종";0
