"registration_id";"fuel_id";"vehicle_model_id";"base_ym";"region_name";"registered_count"
1948;17;5;"202007";"강원";0
1949;17;5;"202007";"충북";0
1950;17;5;"202007";"충남";0
1951;17;5;"202007";"전북";0
1952;17;5;"202007";"전남";0
1953;17;5;"202007";"경북";0
1954;17;5;"202007";"경남";0
1955;17;5;"202007";"제주";0
1956;17;11;"202007";"서울";0
1957;17;11;"202007";"부산";0
1958;17;11;"202007";"대구";0
1959;17;11;"202007";"인천";0
1960;17;11;"202007";"광주";0
1961;17;11;"202007";"대전";0
1962;17;11;"202007";"울산";0
1963;17;11;"202007";"세종";0
1964;17;11;"202007";"경기";0
1965;17;11;"202007";"강원";0
1966;17;11;"202007";"충북";0
1967;17;11;"202007";"충남";0
1968;17;11;"202007";"전북";0
1969;17;11;"202007";"전남";0
1970;17;11;"202007";"경북";0
1971;17;11;"202007";"경남";0
1972;17;11;"202007";"제주";0
1973;16;3;"202007";"서울";0
1974;16;3;"202007";"부산";0
1975;16;3;"202007";"대구";0
1976;16;3;"202007";"인천";0
1977;16;3;"202007";"광주";0
1978;16;3;"202007";"대전";0
1979;16;3;"202007";"울산";0
1980;16;3;"202007";"세종";0
1981;16;3;"202007";"경기";0
1982;16;3;"202007";"강원";0
1983;16;3;"202007";"충북";0
1984;16;3;"202007";"충남";0
1985;16;3;"202007";"전북";0
1986;16;3;"202007";"전남";0
1987;16;3;"202007";"경북";0
1988;16;3;"202007";"경남";0
1989;16;3;"202007";"제주";0
1990;16;6;"202007";"서울";0
1991;16;6;"202007";"부산";0
1992;16;6;"202007";"대구";0
1993;16;6;"202007";"인천";0
1994;16;6;"202007";"광주";0
1995;16;6;"202007";"대전";0
1996;16;6;"202007";"울산";0
1997;16;6;"202007";"세종";0
1998;16;6;"202007";"경기";0
1999;16;6;"202007";"강원";0
2000;16;6;"202007";"충북";0
2001;16;6;"202007";"충남";0
2002;16;6;"202007";"전북";0
2003;16;6;"202007";"전남";0
2004;16;6;"202007";"경북";0
2005;16;6;"202007";"경남";0
2006;16;6;"202007";"제주";0
2007;16;5;"202007";"서울";0
2008;16;5;"202007";"부산";0
2009;16;5;"202007";"대구";0
2010;16;5;"202007";"인천";0
2011;16;5;"202007";"광주";0
2012;16;5;"202007";"대전";0
2013;16;5;"202007";"울산";0
2014;16;5;"202007";"세종";0
2015;16;5;"202007";"경기";0
2016;16;5;"202007";"강원";0
2017;16;5;"202007";"충북";0
2018;16;5;"202007";"충남";0
2019;16;5;"202007";"전북";0
2020;16;5;"202007";"전남";0
2021;16;5;"202007";"경북";0
2022;16;5;"202007";"경남";0
2023;16;5;"202007";"제주";0
2024;16;11;"202007";"서울";0
2025;16;11;"202007";"부산";0
2026;16;11;"202007";"대구";0
2027;16;11;"202007";"인천";0
2028;16;11;"202007";"광주";0
2029;16;11;"202007";"대전";0
2030;16;11;"202007";"울산";0
2031;16;11;"202007";"세종";0
2032;16;11;"202007";"경기";0
2033;16;11;"202007";"강원";0
2034;16;11;"202007";"충북";0
2035;16;11;"202007";"충남";0
2036;16;11;"202007";"전북";0
2037;16;11;"202007";"전남";0
2038;16;11;"202007";"경북";0
2039;16;11;"202007";"경남";0
2040;16;11;"202007";"제주";0
2041;2;3;"202007";"서울";1110
2042;2;3;"202007";"부산";773
2043;2;3;"202007";"대구";35
2044;2;3;"202007";"인천";375
2045;2;3;"202007";"광주";607
2046;2;3;"202007";"대전";380
2047;2;3;"202007";"울산";1573
2048;2;3;"202007";"세종";37
2049;2;3;"202007";"경기";1134
2050;2;3;"202007";"강원";608
2051;2;3;"202007";"충북";226
2052;2;3;"202007";"충남";386
2053;2;3;"202007";"전북";215
2054;2;3;"202007";"전남";24
2055;2;3;"202007";"경북";13
2056;2;3;"202007";"경남";785
2057;2;3;"202007";"제주";1
2058;2;6;"202007";"서울";2
2059;2;6;"202007";"부산";5
2060;2;6;"202007";"대구";0
2061;2;6;"202007";"인천";0
2062;2;6;"202007";"광주";0
2063;2;6;"202007";"대전";0
2064;2;6;"202007";"울산";3
2065;2;6;"202007";"세종";0
2066;2;6;"202007";"경기";0
2067;2;6;"202007";"강원";0
2068;2;6;"202007";"충북";0
2069;2;6;"202007";"충남";0
2070;2;6;"202007";"전북";1
2071;2;6;"202007";"전남";0
2072;2;6;"202007";"경북";0
2073;2;6;"202007";"경남";5
2074;2;6;"202007";"제주";0
2075;2;5;"202007";"서울";0
2076;2;5;"202007";"부산";0
2077;2;5;"202007";"대구";0
2078;2;5;"202007";"인천";0
2079;2;5;"202007";"광주";0
2080;2;5;"202007";"대전";0
2081;2;5;"202007";"울산";0
2082;2;5;"202007";"세종";0
2083;2;5;"202007";"경기";0
2084;2;5;"202007";"강원";0
2085;2;5;"202007";"충북";0
2086;2;5;"202007";"충남";0
2087;2;5;"202007";"전북";0
2088;2;5;"202007";"전남";0
2089;2;5;"202007";"경북";0
2090;2;5;"202007";"경남";0
2091;2;5;"202007";"제주";0
2092;2;11;"202007";"서울";0
2093;2;11;"202007";"부산";0
2094;2;11;"202007";"대구";0
2095;2;11;"202007";"인천";0
2096;2;11;"202007";"광주";0
2097;2;11;"202007";"대전";0
2098;2;11;"202007";"울산";0
2099;2;11;"202007";"세종";0
2100;2;11;"202007";"경기";0
2101;2;11;"202007";"강원";0
2102;2;11;"202007";"충북";0
2103;2;11;"202007";"충남";0
2104;2;11;"202007";"전북";0
2105;2;11;"202007";"전남";0
2106;2;11;"202007";"경북";0
2107;2;11;"202007";"경남";0
2108;2;11;"202007";"제주";0
2109;5;3;"202007";"서울";174
2110;5;3;"202007";"부산";34
2111;5;3;"202007";"대구";45
2112;5;3;"202007";"인천";8
2113;5;3;"202007";"광주";13
2114;5;3;"202007";"대전";1
2115;5;3;"202007";"울산";7
2116;5;3;"202007";"세종";1
2117;5;3;"202007";"경기";178
2118;5;3;"202007";"강원";3
2119;5;3;"202007";"충북";2
2120;5;3;"202007";"충남";0
2121;5;3;"202007";"전북";10
2122;5;3;"202007";"전남";7
2123;5;3;"202007";"경북";22
2124;5;3;"202007";"경남";5
2125;5;3;"202007";"제주";0
2126;5;6;"202007";"서울";1317
2127;5;6;"202007";"부산";467
2128;5;6;"202007";"대구";861
2129;5;6;"202007";"인천";656
2130;5;6;"202007";"광주";504
2131;5;6;"202007";"대전";557
2132;5;6;"202007";"울산";307
2133;5;6;"202007";"세종";275
2134;5;6;"202007";"경기";4772
2135;5;6;"202007";"강원";677
2136;5;6;"202007";"충북";762
2137;5;6;"202007";"충남";1148
2138;5;6;"202007";"전북";582
2139;5;6;"202007";"전남";553
2140;5;6;"202007";"경북";1214
2141;5;6;"202007";"경남";987
2142;5;6;"202007";"제주";132
2143;5;5;"202007";"서울";4404
2144;5;5;"202007";"부산";14705
2145;5;5;"202007";"대구";2695
2146;5;5;"202007";"인천";11345
2147;5;5;"202007";"광주";2713
2148;5;5;"202007";"대전";2526
2149;5;5;"202007";"울산";4427
2150;5;5;"202007";"세종";514
2151;5;5;"202007";"경기";18158
2152;5;5;"202007";"강원";2663
2153;5;5;"202007";"충북";4636
2154;5;5;"202007";"충남";6481
2155;5;5;"202007";"전북";3760
2156;5;5;"202007";"전남";7989
2157;5;5;"202007";"경북";8062
2158;5;5;"202007";"경남";6783
2159;5;5;"202007";"제주";568
2160;5;11;"202007";"서울";191
2161;5;11;"202007";"부산";73
2162;5;11;"202007";"대구";98
2163;5;11;"202007";"인천";124
2164;5;11;"202007";"광주";66
2165;5;11;"202007";"대전";74
2166;5;11;"202007";"울산";44
2167;5;11;"202007";"세종";20
2168;5;11;"202007";"경기";688
2169;5;11;"202007";"강원";118
2170;5;11;"202007";"충북";134
2171;5;11;"202007";"충남";188
2172;5;11;"202007";"전북";123
2173;5;11;"202007";"전남";185
2174;5;11;"202007";"경북";181
2175;5;11;"202007";"경남";180
2176;5;11;"202007";"제주";36
2177;6;3;"202101";"서울";1632668
2178;6;3;"202101";"부산";686582
2179;6;3;"202101";"대구";582065
2180;6;3;"202101";"인천";800252
2181;6;3;"202101";"광주";304399
2182;6;3;"202101";"대전";334765
2183;6;3;"202101";"울산";288792
2184;6;3;"202101";"세종";87678
2185;6;3;"202101";"경기";2919375
2186;6;3;"202101";"강원";347427
2187;6;3;"202101";"충북";383996
2188;6;3;"202101";"충남";501302
2189;6;3;"202101";"전북";387467
2190;6;3;"202101";"전남";421903
2191;6;3;"202101";"경북";631450
2192;6;3;"202101";"경남";847278
2193;6;3;"202101";"제주";266013
2194;6;6;"202101";"서울";1100
2195;6;6;"202101";"부산";278
2196;6;6;"202101";"대구";249
2197;6;6;"202101";"인천";271
2198;6;6;"202101";"광주";97
2199;6;6;"202101";"대전";142
2200;6;6;"202101";"울산";69
2201;6;6;"202101";"세종";22
2202;6;6;"202101";"경기";1329
2203;6;6;"202101";"강원";125
2204;6;6;"202101";"충북";151
2205;6;6;"202101";"충남";191
2206;6;6;"202101";"전북";149
2207;6;6;"202101";"전남";165
2208;6;6;"202101";"경북";263
2209;6;6;"202101";"경남";256
2210;6;6;"202101";"제주";79
2211;6;5;"202101";"서울";2495
2212;6;5;"202101";"부산";805
2213;6;5;"202101";"대구";750
2214;6;5;"202101";"인천";992
2215;6;5;"202101";"광주";375
2216;6;5;"202101";"대전";482
2217;6;5;"202101";"울산";349
2218;6;5;"202101";"세종";117
2219;6;5;"202101";"경기";5084
2220;6;5;"202101";"강원";970
2221;6;5;"202101";"충북";762
2222;6;5;"202101";"충남";1120
2223;6;5;"202101";"전북";910
2224;6;5;"202101";"전남";929
2225;6;5;"202101";"경북";1357
2226;6;5;"202101";"경남";1219
2227;6;5;"202101";"제주";397
2228;6;11;"202101";"서울";18
2229;6;11;"202101";"부산";6
2230;6;11;"202101";"대구";2
2231;6;11;"202101";"인천";9
2232;6;11;"202101";"광주";0
2233;6;11;"202101";"대전";3
2234;6;11;"202101";"울산";2
2235;6;11;"202101";"세종";0
2236;6;11;"202101";"경기";26
2237;6;11;"202101";"강원";1
2238;6;11;"202101";"충북";0
2239;6;11;"202101";"충남";4
2240;6;11;"202101";"전북";2
2241;6;11;"202101";"전남";2
2242;6;11;"202101";"경북";3
2243;6;11;"202101";"경남";3
2244;6;11;"202101";"제주";0
2245;7;3;"202101";"서울";722093
2246;7;3;"202101";"부산";353373
2247;7;3;"202101";"대구";295635
2248;7;3;"202101";"인천";444148
2249;7;3;"202101";"광주";168247
2250;7;3;"202101";"대전";156981
2251;7;3;"202101";"울산";147063
2252;7;3;"202101";"세종";45901
2253;7;3;"202101";"경기";1495862
2254;7;3;"202101";"강원";195225
2255;7;3;"202101";"충북";203243
2256;7;3;"202101";"충남";270589
2257;7;3;"202101";"전북";227381
2258;7;3;"202101";"전남";265028
2259;7;3;"202101";"경북";320792
2260;7;3;"202101";"경남";419228
2261;7;3;"202101";"제주";157462
2262;7;6;"202101";"서울";81090
2263;7;6;"202101";"부산";34217
2264;7;6;"202101";"대구";24539
2265;7;6;"202101";"인천";41571
2266;7;6;"202101";"광주";16326
2267;7;6;"202101";"대전";16496
2268;7;6;"202101";"울산";12183
2269;7;6;"202101";"세종";3613
2270;7;6;"202101";"경기";173353
2271;7;6;"202101";"강원";25653
2272;7;6;"202101";"충북";26101
2273;7;6;"202101";"충남";37243
2274;7;6;"202101";"전북";28860
2275;7;6;"202101";"전남";35125
2276;7;6;"202101";"경북";41970
2277;7;6;"202101";"경남";46277
2278;7;6;"202101";"제주";16726
2279;7;5;"202101";"서울";296143
2280;7;5;"202101";"부산";165002
2281;7;5;"202101";"대구";147785
2282;7;5;"202101";"인천";172125
2283;7;5;"202101";"광주";85823
2284;7;5;"202101";"대전";80025
2285;7;5;"202101";"울산";64244
2286;7;5;"202101";"세종";15563
2287;7;5;"202101";"경기";755781
2288;7;5;"202101";"강원";150996
2289;7;5;"202101";"충북";149076
2290;7;5;"202101";"충남";211138
2291;7;5;"202101";"전북";178059
2292;7;5;"202101";"전남";232376
2293;7;5;"202101";"경북";302933
2294;7;5;"202101";"경남";275900
2295;7;5;"202101";"제주";75234
2296;7;11;"202101";"서울";8509
2297;7;11;"202101";"부산";10893
2298;7;11;"202101";"대구";3459
2299;7;11;"202101";"인천";7476
2300;7;11;"202101";"광주";2904
2301;7;11;"202101";"대전";2676
2302;7;11;"202101";"울산";2951
2303;7;11;"202101";"세종";446
2304;7;11;"202101";"경기";20424
2305;7;11;"202101";"강원";3528
2306;7;11;"202101";"충북";4387
2307;7;11;"202101";"충남";5206
2308;7;11;"202101";"전북";4116
2309;7;11;"202101";"전남";7417
2310;7;11;"202101";"경북";7981
2311;7;11;"202101";"경남";8544
2312;7;11;"202101";"제주";1371
2313;11;3;"202101";"서울";219142
2314;11;3;"202101";"부산";107537
2315;11;3;"202101";"대구";103093
2316;11;3;"202101";"인천";117045
2317;11;3;"202101";"광주";83154
2318;11;3;"202101";"대전";64108
2319;11;3;"202101";"울산";34056
2320;11;3;"202101";"세종";11898
2321;11;3;"202101";"경기";361388
2322;11;3;"202101";"강원";53731
2323;11;3;"202101";"충북";64607
2324;11;3;"202101";"충남";80366
2325;11;3;"202101";"전북";87485
2326;11;3;"202101";"전남";99441
2327;11;3;"202101";"경북";116530
2328;11;3;"202101";"경남";126459
2329;11;3;"202101";"제주";55354
2330;11;6;"202101";"서울";13853
2331;11;6;"202101";"부산";4264
2332;11;6;"202101";"대구";3003
2333;11;6;"202101";"인천";3938
2334;11;6;"202101";"광주";1852
2335;11;6;"202101";"대전";1829
2336;11;6;"202101";"울산";1184
2337;11;6;"202101";"세종";285
2338;11;6;"202101";"경기";16459
2339;11;6;"202101";"강원";1842
2340;11;6;"202101";"충북";1853
2341;11;6;"202101";"충남";2243
2342;11;6;"202101";"전북";2224
2343;11;6;"202101";"전남";2681
2344;11;6;"202101";"경북";3642
2345;11;6;"202101";"경남";4761
2346;11;6;"202101";"제주";1670
2347;11;5;"202101";"서울";24163
2348;11;5;"202101";"부산";5276
2349;11;5;"202101";"대구";5392
2350;11;5;"202101";"인천";8063
2351;11;5;"202101";"광주";3201
2352;11;5;"202101";"대전";2595
2353;11;5;"202101";"울산";2000
2354;11;5;"202101";"세종";400
2355;11;5;"202101";"경기";31824
2356;11;5;"202101";"강원";4150
2357;11;5;"202101";"충북";3397
2358;11;5;"202101";"충남";4608
2359;11;5;"202101";"전북";4159
2360;11;5;"202101";"전남";4939
2361;11;5;"202101";"경북";6606
2362;11;5;"202101";"경남";7891
2363;11;5;"202101";"제주";3360
2364;11;11;"202101";"서울";104
2365;11;11;"202101";"부산";13
2366;11;11;"202101";"대구";13
2367;11;11;"202101";"인천";26
2368;11;11;"202101";"광주";8
2369;11;11;"202101";"대전";8
2370;11;11;"202101";"울산";4
2371;11;11;"202101";"세종";3
2372;11;11;"202101";"경기";74
2373;11;11;"202101";"강원";12
2374;11;11;"202101";"충북";11
2375;11;11;"202101";"충남";20
2376;11;11;"202101";"전북";13
2377;11;11;"202101";"전남";14
2378;11;11;"202101";"경북";23
2379;11;11;"202101";"경남";16
2380;11;11;"202101";"제주";2
2381;8;3;"202101";"서울";0
2382;8;3;"202101";"부산";0
2383;8;3;"202101";"대구";0
2384;8;3;"202101";"인천";0
2385;8;3;"202101";"광주";0
2386;8;3;"202101";"대전";0
2387;8;3;"202101";"울산";0
2388;8;3;"202101";"세종";0
2389;8;3;"202101";"경기";2
2390;8;3;"202101";"강원";0
2391;8;3;"202101";"충북";0
2392;8;3;"202101";"충남";0
2393;8;3;"202101";"전북";0
2394;8;3;"202101";"전남";0
2395;8;3;"202101";"경북";0
2396;8;3;"202101";"경남";0
2397;8;3;"202101";"제주";0
2398;8;6;"202101";"서울";0
2399;8;6;"202101";"부산";0
2400;8;6;"202101";"대구";0
2401;8;6;"202101";"인천";0
2402;8;6;"202101";"광주";0
2403;8;6;"202101";"대전";0
2404;8;6;"202101";"울산";0
2405;8;6;"202101";"세종";0
2406;8;6;"202101";"경기";0
2407;8;6;"202101";"강원";0
2408;8;6;"202101";"충북";0
2409;8;6;"202101";"충남";0
2410;8;6;"202101";"전북";0
2411;8;6;"202101";"전남";0
2412;8;6;"202101";"경북";0
2413;8;6;"202101";"경남";0
2414;8;6;"202101";"제주";0
2415;8;5;"202101";"서울";0
2416;8;5;"202101";"부산";0
2417;8;5;"202101";"대구";0
2418;8;5;"202101";"인천";0
2419;8;5;"202101";"광주";0
2420;8;5;"202101";"대전";0
2421;8;5;"202101";"울산";0
2422;8;5;"202101";"세종";0
2423;8;5;"202101";"경기";0
2424;8;5;"202101";"강원";0
2425;8;5;"202101";"충북";0
2426;8;5;"202101";"충남";0
2427;8;5;"202101";"전북";0
2428;8;5;"202101";"전남";0
2429;8;5;"202101";"경북";0
2430;8;5;"202101";"경남";1
2431;8;5;"202101";"제주";0
2432;8;11;"202101";"서울";0
2433;8;11;"202101";"부산";0
2434;8;11;"202101";"대구";0
2435;8;11;"202101";"인천";0
2436;8;11;"202101";"광주";0
2437;8;11;"202101";"대전";0
2438;8;11;"202101";"울산";0
2439;8;11;"202101";"세종";0
2440;8;11;"202101";"경기";0
2441;8;11;"202101";"강원";0
2442;8;11;"202101";"충북";0
2443;8;11;"202101";"충남";0
2444;8;11;"202101";"전북";0
2445;8;11;"202101";"전남";0
2446;8;11;"202101";"경북";0
2447;8;11;"202101";"경남";0
2448;8;11;"202101";"제주";0
2449;1;3;"202101";"서울";20737
2450;1;3;"202101";"부산";4388
2451;1;3;"202101";"대구";11236
2452;1;3;"202101";"인천";4893
2453;1;3;"202101";"광주";2909
2454;1;3;"202101";"대전";3738
2455;1;3;"202101";"울산";2066
2456;1;3;"202101";"세종";1138
2457;1;3;"202101";"경기";18035
2458;1;3;"202101";"강원";3309
2459;1;3;"202101";"충북";3309
2460;1;3;"202101";"충남";4719
2461;1;3;"202101";"전북";2838
2462;1;3;"202101";"전남";4774
2463;1;3;"202101";"경북";5448
2464;1;3;"202101";"경남";5227
2465;1;3;"202101";"제주";18915
2466;1;6;"202101";"서울";388
2467;1;6;"202101";"부산";185
2468;1;6;"202101";"대구";107
2469;1;6;"202101";"인천";58
2470;1;6;"202101";"광주";38
2471;1;6;"202101";"대전";14
2472;1;6;"202101";"울산";0
2473;1;6;"202101";"세종";4
2474;1;6;"202101";"경기";578
2475;1;6;"202101";"강원";41
2476;1;6;"202101";"충북";31
2477;1;6;"202101";"충남";34
2478;1;6;"202101";"전북";18
2479;1;6;"202101";"전남";12
2480;1;6;"202101";"경북";72
2481;1;6;"202101";"경남";160
2482;1;6;"202101";"제주";143
2483;1;5;"202101";"서울";2296
2484;1;5;"202101";"부산";833
2485;1;5;"202101";"대구";1214
2486;1;5;"202101";"인천";477
2487;1;5;"202101";"광주";263
2488;1;5;"202101";"대전";711
2489;1;5;"202101";"울산";203
2490;1;5;"202101";"세종";11
2491;1;5;"202101";"경기";2028
2492;1;5;"202101";"강원";724
2493;1;5;"202101";"충북";557
2494;1;5;"202101";"충남";807
2495;1;5;"202101";"전북";504
2496;1;5;"202101";"전남";462
2497;1;5;"202101";"경북";1540
2498;1;5;"202101";"경남";979
2499;1;5;"202101";"제주";2147
2500;1;11;"202101";"서울";20
2501;1;11;"202101";"부산";3
2502;1;11;"202101";"대구";0
2503;1;11;"202101";"인천";0
2504;1;11;"202101";"광주";0
2505;1;11;"202101";"대전";0
2506;1;11;"202101";"울산";0
2507;1;11;"202101";"세종";4
2508;1;11;"202101";"경기";29
2509;1;11;"202101";"강원";2
2510;1;11;"202101";"충북";0
2511;1;11;"202101";"충남";2
2512;1;11;"202101";"전북";0
2513;1;11;"202101";"전남";3
2514;1;11;"202101";"경북";6
2515;1;11;"202101";"경남";3
2516;1;11;"202101";"제주";1
2517;19;3;"202101";"서울";0
2518;19;3;"202101";"부산";0
2519;19;3;"202101";"대구";0
2520;19;3;"202101";"인천";0
2521;19;3;"202101";"광주";0
2522;19;3;"202101";"대전";0
2523;19;3;"202101";"울산";0
2524;19;3;"202101";"세종";0
2525;19;3;"202101";"경기";0
2526;19;3;"202101";"강원";0
2527;19;3;"202101";"충북";0
2528;19;3;"202101";"충남";0
2529;19;3;"202101";"전북";0
2530;19;3;"202101";"전남";0
2531;19;3;"202101";"경북";0
2532;19;3;"202101";"경남";0
2533;19;3;"202101";"제주";0
2534;19;6;"202101";"서울";0
2535;19;6;"202101";"부산";0
2536;19;6;"202101";"대구";0
2537;19;6;"202101";"인천";0
2538;19;6;"202101";"광주";0
2539;19;6;"202101";"대전";0
2540;19;6;"202101";"울산";0
2541;19;6;"202101";"세종";0
2542;19;6;"202101";"경기";0
2543;19;6;"202101";"강원";0
2544;19;6;"202101";"충북";0
2545;19;6;"202101";"충남";0
2546;19;6;"202101";"전북";0
2547;19;6;"202101";"전남";0
2548;19;6;"202101";"경북";0
2549;19;6;"202101";"경남";0
2550;19;6;"202101";"제주";0
2551;19;5;"202101";"서울";0
2552;19;5;"202101";"부산";0
2553;19;5;"202101";"대구";0
2554;19;5;"202101";"인천";0
2555;19;5;"202101";"광주";0
2556;19;5;"202101";"대전";0
2557;19;5;"202101";"울산";0
2558;19;5;"202101";"세종";0
2559;19;5;"202101";"경기";0
2560;19;5;"202101";"강원";0
2561;19;5;"202101";"충북";0
2562;19;5;"202101";"충남";0
2563;19;5;"202101";"전북";0
2564;19;5;"202101";"전남";0
2565;19;5;"202101";"경북";0
2566;19;5;"202101";"경남";0
2567;19;5;"202101";"제주";0
2568;19;11;"202101";"서울";0
2569;19;11;"202101";"부산";1
2570;19;11;"202101";"대구";0
2571;19;11;"202101";"인천";0
2572;19;11;"202101";"광주";0
2573;19;11;"202101";"대전";0
2574;19;11;"202101";"울산";0
2575;19;11;"202101";"세종";0
2576;19;11;"202101";"경기";0
2577;19;11;"202101";"강원";0
2578;19;11;"202101";"충북";0
2579;19;11;"202101";"충남";0
2580;19;11;"202101";"전북";0
2581;19;11;"202101";"전남";0
2582;19;11;"202101";"경북";0
2583;19;11;"202101";"경남";0
2584;19;11;"202101";"제주";0
2585;18;3;"202101";"서울";0
2586;18;3;"202101";"부산";0
2587;18;3;"202101";"대구";0
2588;18;3;"202101";"인천";0
2589;18;3;"202101";"광주";0
2590;18;3;"202101";"대전";0
2591;18;3;"202101";"울산";0
2592;18;3;"202101";"세종";0
2593;18;3;"202101";"경기";1
2594;18;3;"202101";"강원";0
2595;18;3;"202101";"충북";0
2596;18;3;"202101";"충남";0
2597;18;3;"202101";"전북";0
2598;18;3;"202101";"전남";0
2599;18;3;"202101";"경북";0
2600;18;3;"202101";"경남";0
2601;18;3;"202101";"제주";0
2602;18;6;"202101";"서울";0
2603;18;6;"202101";"부산";0
2604;18;6;"202101";"대구";0
2605;18;6;"202101";"인천";0
2606;18;6;"202101";"광주";0
2607;18;6;"202101";"대전";0
2608;18;6;"202101";"울산";0
2609;18;6;"202101";"세종";0
2610;18;6;"202101";"경기";0
2611;18;6;"202101";"강원";0
2612;18;6;"202101";"충북";0
2613;18;6;"202101";"충남";0
2614;18;6;"202101";"전북";0
2615;18;6;"202101";"전남";0
2616;18;6;"202101";"경북";0
2617;18;6;"202101";"경남";0
2618;18;6;"202101";"제주";0
2619;18;5;"202101";"서울";0
2620;18;5;"202101";"부산";0
2621;18;5;"202101";"대구";0
2622;18;5;"202101";"인천";0
2623;18;5;"202101";"광주";0
2624;18;5;"202101";"대전";0
2625;18;5;"202101";"울산";0
2626;18;5;"202101";"세종";0
2627;18;5;"202101";"경기";0
2628;18;5;"202101";"강원";0
2629;18;5;"202101";"충북";0
2630;18;5;"202101";"충남";0
2631;18;5;"202101";"전북";0
2632;18;5;"202101";"전남";0
2633;18;5;"202101";"경북";0
2634;18;5;"202101";"경남";0
2635;18;5;"202101";"제주";0
2636;18;11;"202101";"서울";0
2637;18;11;"202101";"부산";0
2638;18;11;"202101";"대구";0
2639;18;11;"202101";"인천";0
2640;18;11;"202101";"광주";0
2641;18;11;"202101";"대전";0
2642;18;11;"202101";"울산";0
2643;18;11;"202101";"세종";0
2644;18;11;"202101";"경기";0
2645;18;11;"202101";"강원";0
2646;18;11;"202101";"충북";0
2647;18;11;"202101";"충남";0
2648;18;11;"202101";"전북";0
2649;18;11;"202101";"전남";0
2650;18;11;"202101";"경북";0
2651;18;11;"202101";"경남";0
2652;18;11;"202101";"제주";0
2653;10;3;"202101";"서울";441
2654;10;3;"202101";"부산";301
2655;10;3;"202101";"대구";683
2656;10;3;"202101";"인천";240
2657;10;3;"202101";"광주";251
2658;10;3;"202101";"대전";333
2659;10;3;"202101";"울산";96
2660;10;3;"202101";"세종";61
2661;10;3;"202101";"경기";1226
2662;10;3;"202101";"강원";307
2663;10;3;"202101";"충북";215
2664;10;3;"202101";"충남";147
2665;10;3;"202101";"전북";299
2666;10;3;"202101";"전남";201
2667;10;3;"202101";"경북";263
2668;10;3;"202101";"경남";357
2669;10;3;"202101";"제주";8
2670;10;6;"202101";"서울";8255
2671;10;6;"202101";"부산";2488
2672;10;6;"202101";"대구";1665
2673;10;6;"202101";"인천";2357
2674;10;6;"202101";"광주";1037
2675;10;6;"202101";"대전";1242
2676;10;6;"202101";"울산";714
2677;10;6;"202101";"세종";108
2678;10;6;"202101";"경기";7752
2679;10;6;"202101";"강원";339
2680;10;6;"202101";"충북";455
2681;10;6;"202101";"충남";407
2682;10;6;"202101";"전북";633
2683;10;6;"202101";"전남";724
2684;10;6;"202101";"경북";787
2685;10;6;"202101";"경남";1073
2686;10;6;"202101";"제주";0
2687;10;5;"202101";"서울";415
2688;10;5;"202101";"부산";36
2689;10;5;"202101";"대구";163
2690;10;5;"202101";"인천";50
2691;10;5;"202101";"광주";19
2692;10;5;"202101";"대전";69
2693;10;5;"202101";"울산";10
2694;10;5;"202101";"세종";3
2695;10;5;"202101";"경기";122
2696;10;5;"202101";"강원";34
2697;10;5;"202101";"충북";59
2698;10;5;"202101";"충남";15
2699;10;5;"202101";"전북";65
2700;10;5;"202101";"전남";86
2701;10;5;"202101";"경북";61
2702;10;5;"202101";"경남";138
2703;10;5;"202101";"제주";0
2704;10;11;"202101";"서울";1
2705;10;11;"202101";"부산";0
2706;10;11;"202101";"대구";0
2707;10;11;"202101";"인천";1
2708;10;11;"202101";"광주";0
2709;10;11;"202101";"대전";0
2710;10;11;"202101";"울산";0
2711;10;11;"202101";"세종";0
2712;10;11;"202101";"경기";0
2713;10;11;"202101";"강원";0
2714;10;11;"202101";"충북";0
2715;10;11;"202101";"충남";0
2716;10;11;"202101";"전북";0
2717;10;11;"202101";"전남";0
2718;10;11;"202101";"경북";0
2719;10;11;"202101";"경남";1
2720;10;11;"202101";"제주";0
2721;9;3;"202101";"서울";0
2722;9;3;"202101";"부산";0
2723;9;3;"202101";"대구";0
2724;9;3;"202101";"인천";0
2725;9;3;"202101";"광주";0
2726;9;3;"202101";"대전";0
2727;9;3;"202101";"울산";0
2728;9;3;"202101";"세종";0
2729;9;3;"202101";"경기";1
2730;9;3;"202101";"강원";0
2731;9;3;"202101";"충북";0
2732;9;3;"202101";"충남";0
2733;9;3;"202101";"전북";0
2734;9;3;"202101";"전남";0
2735;9;3;"202101";"경북";0
2736;9;3;"202101";"경남";0
2737;9;3;"202101";"제주";0
2738;9;6;"202101";"서울";0
2739;9;6;"202101";"부산";0
2740;9;6;"202101";"대구";0
2741;9;6;"202101";"인천";0
2742;9;6;"202101";"광주";0
2743;9;6;"202101";"대전";0
2744;9;6;"202101";"울산";0
2745;9;6;"202101";"세종";0
2746;9;6;"202101";"경기";0
2747;9;6;"202101";"강원";0
2748;9;6;"202101";"충북";0
2749;9;6;"202101";"충남";0
2750;9;6;"202101";"전북";0
2751;9;6;"202101";"전남";0
2752;9;6;"202101";"경북";1
2753;9;6;"202101";"경남";0
2754;9;6;"202101";"제주";0
2755;9;5;"202101";"서울";0
2756;9;5;"202101";"부산";2
